id,context,question,answer0,answer1,answer2,answer3,label,pred_bert,logits_bert,pred_roberta,logits_roberta
3S1L4CQSFX3TFMG9EER0AK7UXPQFAN##3DPNQGW4LMDLGO5BUNK7SV45Q7O64G##AJ7NSZOAFP05U##Blog_483376##q1_a1##3N2YPY1GI8C0VLIIEWAQGNOFZ8RVEX,"My youngest sister and I have always been really close , and we agree on things like , say , disabling the air conditioning immediately on entry ( so freaking cold ! ) . We kept the screen doors open at night , and fell asleep to the sounds of the ocean . I still dream of that .",What may be the reason for you and your sister growing close ?,We 're on the same frequency .,We both like the cold .,We understand that we are n't on the same frequency .,My sister and I both love the ocean .,0,3,[-4.723   0.1879 -3.412   0.634 ],3,[-26.899454 -30.21334  -26.732634 -20.839535]
36BTXXLZ2XMQAC48G6T364NL1GAR4Q##3NC5L260MR10YZ7BYXEKSXBW7AMOFO##A2CMYWI1J292YJ##Blog_700461##q2_a1##3OEWW2KGQLP0DVVLHPDSFDCM3BMDOT,"Cor had logged off by that time , and my stomach growled loudly . Reminding me that my last full meal had been two days before at lunch , snacks and water did not count . So I told Jen I would be back and headed upstairs for breakfast . Ordered fruit salad ( lots of mangos ) , a mango lassi ( hopefully mangos ) and nutella on toast ( I ' m almost certain there were no mangos ) . A little too much sweet for me , but filling and made me happy .",How did we get fruit salad ?,Somebody else made it for us .,It was a gift from the hotel owner .,We collected mangos around the place .,None of the above choices .,0,3,[-4.926 -4.887 -3.781 -3.412],3,[-27.283823 -28.822968 -29.355385 -26.859798]
36BTXXLZ2XMQAC48G6T364NL1GAR4Q##3NC5L260MR10YZ7BYXEKSXBW7AMOFO##A2CMYWI1J292YJ##Blog_700461##q2_a1##3W9XHF7WGM9O4T635NLED0DZMS0TK8,"Cor had logged off by that time , and my stomach growled loudly . Reminding me that my last full meal had been two days before at lunch , snacks and water did not count . So I told Jen I would be back and headed upstairs for breakfast . Ordered fruit salad ( lots of mangos ) , a mango lassi ( hopefully mangos ) and nutella on toast ( I ' m almost certain there were no mangos ) . A little too much sweet for me , but filling and made me happy .",How did we get fruit salad ?,We collected mangos around the place .,It was a gift from the hotel owner .,We had paid for it .,None of the above choices .,2,3,[-3.781 -4.887 -5.664 -3.412],3,[-29.355385 -28.822968 -29.683418 -26.859798]
3SBX2M1TKF1QYBP83R431EDG5W7Q4R##3KGTPGBS600BAAFW6OBM7K9WG38U2C##A3GVXFBYAU9HP##Blog_880234##q1_a1##337F8MIIM1R2AIK9MTAOM8MYSWY040,"Roses were the flower of the day , hot pinks and light pinks with chocolate brown accents . Ryan joined Erin on the dance floor for their first dance together and as the sun began to dip down into the horizon . I love the look on their faces as they shared this intimate moment together dancing for the first time as husband and wife .",What happened before Ryan and Erin danced together for the first time as husband and wife ?,Ryan and Erin went to their friends ' wedding before they went to the reception .,None of the above choices .,Ryan and Erin 's wedding ceremony was held in a church before the reception .,Ryan and Erin went to the reception before they were married in a ceremony .,2,3,[-0.2433 -1.139   0.4763  3.639 ],3,[-23.787697 -24.769161 -18.670868 -18.199722]
3SBX2M1TKF1QYBP83R431EDG5W7Q4R##3KGTPGBS600BAAFW6OBM7K9WG38U2C##A3GVXFBYAU9HP##Blog_880234##q1_a2##3S8A4GJRD5HWI6P38ERS4ZW2IJGV67,"Roses were the flower of the day , hot pinks and light pinks with chocolate brown accents . Ryan joined Erin on the dance floor for their first dance together and as the sun began to dip down into the horizon . I love the look on their faces as they shared this intimate moment together dancing for the first time as husband and wife .",What happened before Ryan and Erin danced together for the first time as husband and wife ?,Ryan and Erin went to the reception before they were married in a ceremony .,Ryan and Erin went to their friends ' wedding before they went to the reception .,None of the above choices .,Ryan and Erin went to their friends ' reception after they went to the wedding .,2,0,[ 3.639  -0.2433 -1.139   0.5107],0,[-18.199722 -23.787697 -24.769161 -25.746258]
3B6F54KMR2A6P38VOFY66IX6ISR1SV##317HQ483I8QNVGAIET8SO70AREBIND##AJ7NSZOAFP05U##Blog_61021##q1_a1##3HJ1EVZS2QX5SGL4GSOKWZVFNGL3RO,"The living room and my father 's bedroom were not only adjacent , but were separated by only a curtain to keep out the light . We children were constantly admonished to "" keep the noise down "" ; but as far as we could tell , most of the noise was coming from the posterior of my father . He farted often and with an authoritative loudness . His most - oft repeated fart was what we kids called the "" motor boat "" .",What may have been your father 's reason for asking you to keep the noise down ?,Almost nothing kept the noise from reaching my father 's bedroom .,None of the above choices .,We kids kept playing with the motor boat at night .,We farted often with a loudness .,1,0,[-0.8506 -3.133  -2.709  -6.035 ],0,[-23.034845 -25.492289 -30.24553  -27.311178]
3DA79LNS5B9I8VYWKHTFWEWXB8H3TE##3BGYGHDBB0Z2QY6UN41G11E4YRH22P##AJ7NSZOAFP05U##Blog_1026333##q1_a1##37Y5RYYI0RJT9TSVF6VDTPPGHXQSXT,"Max was pissed that I did n't walk him though . He 's too big , and he killed a dog down that road , so it 's best he stay at home . It started to rain , so we only made it to the stop sign .",What may have been your reason for leaving Max at home ?,He was starting to get violent .,It started to rain and I knew he would n't walk in it .,The dog down the road almost killed Max .,None of the above choices .,0,1,[-3.184   0.1061 -2.312  -2.4   ],1,[-24.341805 -20.217855 -22.450068 -25.796625]
372AGES0I432EPTBGJJ8BHWB11FXRF##3BF51CHDTW8KEP7R75O9DJ3IIJA0H1##A2KYOM2ZGYDJGT##Blog_1197582##q1_a1##3OREP8RUT4PJ6LG3FA9EFEFK9YFGBM,"It sounds cliche , but I really meant to post . At first I was just whatever , I 'll post tomorrow and then it just got worse . I tried once at the end of July but when I got here and started writing I broke down .",Why did the writer break down ?,Because they were sad about something .,Because they really meant to post .,None of the above choices .,Because they just started writing .,0,0,[ 0.8496 -6.656  -2.406  -3.924 ],1,[-26.392792 -24.501875 -24.99726  -25.759237]
3GS542CVJVLN86DFGW0RSD5X2DV59G##33OOO72IVIJUDQT2JFYIM3872SNCTH##AJ7NSZOAFP05U##Blog_1216119##q1_a2##3G4VVJO6P1UQC1DWO6CU8QC2XHMPKQ,"During the actual part of the concert I let loose . I danced around , played air guitar , did crazy moves that correlated to their lyrics and jumped up and down banging my fist in the air to the beat of the melodies . My heart was so alive and free that I could n't stop smiling .",What might happen when you let loose ?,None of the above choices .,I would freely sing along to the melodies .,I would feel a strong urge to bang something with my fist .,I would stop my friend from playing the air guitar at the concert .,0,1,[-3.48  -1.738 -5.348 -5.246],1,[-26.206545 -19.881172 -30.922531 -32.75138 ]
38F60IALAGF7XE0SHWZW2IAIFBQT0K##3GM6G9ZBKOV7MC5TW4SWPZDJVTGTME##A2KYOM2ZGYDJGT##Blog_1465771##q1_a1##31YWE12TE2Q7QV83R3X2YYTJTUOX75,"I spoke with Maria on the phone a few hours ago . I was asking if there was anything I should bring - swim suit , blankets , movies ... Me : Ooh ! I could bring Scattergories Junior . Maria : What 's that?Me : It 's like a mix between Boggle and Scrabble . It 's really fun . Then there was a silence at the other end of the line .",What 's a likely reason the writer asked if she should bring a swim suit ?,None of the above choices .,Because she wanted to hear silence on the other end of the line .,Because it 's good to wear for playing Scattergories Junior,Because it goes well with the blankets .,0,0,[-2.814 -3.188 -4.734 -4.438],2,[-26.110102 -30.720787 -24.314535 -28.203815]
3UEDKCTP9X416V9WSKID84LHXLC7KT##39K0FND3AKUH255RA1DFMSB0E4YMAH##A2VNR6984SDFGQ##Blog_1524559##q1_a2##341H3G5YF2SIDF8Y7M0EG4Z7TPAZ0G,"One group of 12 mothers had cesarean sections and the other delivered naturally ( vaginally ) . All women were interviewed and given brain scans two to three weeks after giving birth . During the brain scans , parents listened to recordings of their own baby 's cry during the discomfort of a diaper change .",Why did the one group have c - sections ?,The one group had fear of birth so had c - sections .,The one group elected to have c - sections .,None of the above choices .,The one group had babies that did n't drop in the womb so they needed c - sections .,3,0,[ 3.17    -4.496   -1.236    0.00492],2,[-25.686377 -26.405903 -25.357615 -27.342762]
3UQ1LLR26CMU93PCKN6YXV0MN5MALD##3A9AA95ATZ1QH2QN7LEQVLP9TAO5P2##A2KYOM2ZGYDJGT##Blog_101990##q1_a1##3INZSNUD824X68RFF0UAINHY9RQ9DY,"During the twilight hours on Sunday evening , G and I took a walk on Castle Island . After having so much rain the previous few days , the weather finally cleared up and we figured it would be a nice time to visit . Castle Island is located in South Boston , which is practically a walk from Quincy , but I had never been there . It 's also very close to Logan Airport , so there are planes flying overhead seemingly every two minutes .",Why did G and I take a walk ?,Because it was Sunday evening .,Because we 've been having so much rain .,Because we enjoy taking walks .,None of the above choices .,2,2,[-6.402  1.654  1.862 -2.137],1,[-31.342682 -23.528606 -24.2888   -26.000927]
3FHTJGYT8NY6GQI6EHFFI0W1XQQPGC##3VNL7UK1XGH1G2DCAHOJU9TAZ27FTH##A1OPGPTQJ48XOY##Blog_1040420##q1_a1##3FBEFUUYRMJCQIM5XJ0W8CIPX02A6Q,"So there 's no denying we went to Rome ... yeah yeah , everybody looooves Rome ... Got ta tell ya ... Did n't love it , was kinda nasty ... We were excited to arrive in Rome , escaping unseasonably bitter Autumn weather and a top of about 3 degrees in Finland ... It was hot , sunny , Italian , what more could we ask for . After waiting for an hour for our bags to make their leisurely way from the plane to the terminal we made our way to the Leonardo Express , the direct train to Termini , Rome 's Grand central railway station ( I wondered what LDV may have thought of his cartoon face emblazoned across every carriage as we rocked and rolled slowly into Rome ) .",Why do you think you did not love going to Rome ?,I prefer countries and cities which are more modern and contemporary rather than older and classical,I was biased against Rome before we even landed in the country,"Everybody who has been , talks constantly about Rome and about going to Italy , all of that meant that I anticipated a different experience to what I received and was thus let down",I do n't like Italian people and the concentration of Italians made me feel uncomfortable and confused,2,2,[ 3.61     0.10004  4.6     -1.051  ],0,[-17.813602 -22.28227  -18.641376 -23.885849]
302U8RURJ1F4PRVV7VD96AIOD5HVNL##3X3OR7WPZ2FJDZURDRSMQOQGP9YL8X##A1OPGPTQJ48XOY##Blog_685413##q1_a1##3WRAAIUSBLDP9X61Y69M8PV9UDEXA2,"At work , I keep hearing a metallic / wood block sound that Rebecca tells me originates in the vents . This sound reminds me of a percussion instrument that is used in Air 's Universal Traveler , and every time the knocking starts in the vents I expect accompanying guitars . What a wonderful punishment it is to be caged inside of my head . I was offered overtime to help hand - jacketing a shipment due by midnight .",What happened after you were offered the overtime ?,I declined because I felt like I wanted to go watch a movie instead,I declined because I wanted to go out drinking instead,I declined because I did not want to be at the shipping center so late because it is creepy at night,I decided to take it and worked that night because they pay was very good,3,2,[-4.3    -2.936   1.986   0.1515],2,[-28.657307 -29.798605 -19.30307  -22.812504]
3OPLMF3EU711TMJ1TRB3J1KMLMKNLS##3Y9N9SS8L1QEEQ0TOTZ2GUA0WWJD3S##A2KYOM2ZGYDJGT##Blog_1387330##q1_a1##3YLTXLH3DHKZABCOIL9XVYWA50QHPM,So I had to order a new one . Craap . Last night was so relaxing . The group went to Old Chicago and then chilled on the riverfront for a few minutes . Went back to Juan 's and I took like a 15 min long hot shower .,Why was last night so relaxing ?,None of the above choices .,Because they took a 15 minute shower .,Because they chilled on the riverfront .,Because they went back to Juan 's .,2,0,[-1.275 -6.27  -6.42  -6.477],0,[-27.237492 -31.913815 -30.73193  -32.70366 ]
3MNJFORX8DIB353Z3GCJU7FGYQU5FI##3R3YRB5GRII0FDA0J341D2SUSPNUA2##AJ7NSZOAFP05U##Blog_1163359##q1_a1##3OQQD2WO8KKSZHILQ5UBI7UO0QJ3ID,"Trees got uprooted and blown into neighbors ' yards . On 40th and Shea , which is just a few miles from me , a whole row of powerlines fell into the street ( I saw a friends ' pictures of the destruction ) . At ASU , a whole building was ripped apart . The destruction is fucking scary , but the storm was SO COOL .",What may have caused the trees to be uprooted ?,Our neighbors did n't want the trees in their yards .,None of the above choices .,ASU wanted to remove them before an intense storm tears them down .,Powerlines fell onto them .,1,3,[-2.64  -1.767 -1.125  0.514],3,[-28.821472 -25.284536 -29.304413 -23.907742]
3YCT0L9OMM793AFKT2W43PA9LTVNSO##3COPXFW7XCAE4WCJUB6W5CKIJUZPKJ##A33PQXKQHFVF3V##Blog_1239641##q1_a1##3XH7ZM9YX48R7IAKX1PUNCY1N8V9RB,"We woke to the glow of sunshine outside our windows . Monday was moving day and we were blessed with an exceptionally nice day for travel . Sunny and clear , on the way out of town , we stopped at the Denali overlook and saw that Mt. McKinley was almost completely visible , save for a thin gauzy veil of clouds wisping across the mid - section .",What would have happened in the weather had been different ?,We would have just missed out on some scenery on the trip .,It would have been a smoother trip in the weather had been different .,We might have had to postpone the move depending on how bad it was .,We would have had to move faster than we did .,2,0,[ 6.105  2.684 -4.254 -2.568],0,[-16.143671 -19.845367 -20.013233 -24.993757]
